TV,MV,AF,FE,DE,RV,G,PR,SF,TAS,FRDV,C,S,TP
Haval,HAVAL H6,2013,10000,2019-03-18,Entretien régulier en usine,Non,6,7,7,6,8,8,Fumée du moteur
Haval,HAVAL H6,2010,10000,2019-03-18,Une panne urgente,Non,6,7,7,6,9,8,Problèmes de suspension
Foton,Gratour V5,2014,20000,2019-03-18,Entretien régulier en usine,Oui,9,9,7,9,7,8,Surchauffe
Haval,HAVAL H6,2010,5000,2019-03-18,Une panne urgente,Non,11,9,11,10,11,10,Problèmes de suspension
Foton,Gratour V5,2011,5000,2019-03-18,Entretien régulier en usine,Non,7,9,7,6,9,8,Problèmes électriques
Haval,HAVAL Jolion,2017,10000,2019-03-19,Entretien régulier en usine,Non,7,9,9,7,7,9,Fumée du moteur
Haval,HAVAL H6,2017,5000,2019-03-19,Entretien régulier en usine,Non,6,9,7,7,7,8,Démarrage difficile
Haval,HAVAL Jolion,2016,20000,2019-03-19,Une panne urgente,Non,10,10,9,9,8,10,Surchauffe
Haval,HAVAL H6,2020,10000,2019-03-19,Entretien régulier en usine,Non,10,8,9,10,10,10,Démarrage difficile
Foton,TUNLAND,2010,15000,2019-03-19,Entretien régulier en usine,Non,7,8,9,9,9,9,Problèmes de suspension
Foton,Gratour V5,2014,20000,2019-03-19,Entretien régulier en usine,Non,7,9,9,7,7,8,Fumée du moteur
Haval,HAVAL H6,2018,25000,2019-03-19,Entretien régulier en usine,Oui,9,8,9,10,8,9,Surchauffe
Haval,HAVAL Jolion,2010,5000,2019-03-19,Entretien régulier en usine,Non,9,7,9,7,9,8,Surchauffe
Foton,Gratour V5,2013,15000,2019-03-19,Entretien régulier en usine,Non,7,9,7,7,7,9,Problèmes électriques
Foton,Gratour V5,2018,5000,2019-03-19,Entretien régulier en usine,Non,6,7,6,7,7,7,Surchauffe
Haval,HAVAL Jolion,2016,20000,2019-03-19,Entretien régulier en usine,Non,8,9,9,9,8,9,Surchauffe
Haval,HAVAL Jolion,2017,25000,2019-03-20,Une panne urgente,Non,7,7,8,7,7,8,Fumée du moteur
Haval,HAVAL H6,2013,20000,2019-03-20,Entretien régulier en usine,Non,9,10,9,10,9,10,Problèmes électriques
Haval,HAVAL H6,2020,5000,2019-03-20,Entretien régulier en usine,Non,7,8,6,7,6,7,Fumée du moteur
Haval,HAVAL Jolion,2014,15000,2019-03-20,Une panne urgente,Oui,9,8,10,9,9,10,Problèmes de suspension
Foton,TUNLAND,2011,25000,2019-03-20,Une panne urgente,Oui,7,6,7,7,6,7,Surchauffe
Haval,HAVAL Jolion,2021,25000,2019-03-20,Une panne urgente,Non,8,9,8,8,7,8,Démarrage difficile
Haval,HAVAL H6,2012,25000,2019-03-20,Entretien régulier en usine,Oui,7,8,6,7,7,8,Problèmes de suspension
Foton,TUNLAND,2013,25000,2019-03-20,Entretien régulier en usine,Non,9,7,9,9,7,9,Fumée du moteur
Foton,SAUVANA,2014,20000,2019-03-20,Entretien régulier en usine,Non,8,8,9,11,8,10,Démarrage difficile
Haval,HAVAL Jolion,2017,20000,2019-03-20,Entretien régulier en usine,Oui,7,9,9,8,7,8,Surchauffe
Haval,HAVAL H6,2013,5000,2019-03-20,Entretien régulier en usine,Oui,6,6,7,8,6,7,Problèmes de suspension
Haval,HAVAL H6,2017,25000,2019-03-21,Une panne urgente,Non,10,10,9,8,9,10,Démarrage difficile
Haval,HAVAL Jolion,2018,25000,2019-03-21,Entretien régulier en usine,Oui,9,7,8,9,8,8,Démarrage difficile
Haval,HAVAL H6,2021,15000,2019-03-21,Une panne urgente,Oui,7,9,8,8,8,9,Démarrage difficile
Haval,HAVAL Jolion,2017,5000,2019-03-21,Entretien régulier en usine,Oui,7,9,8,8,7,8,Problèmes de suspension
Foton,Gratour V5,2018,15000,2019-03-21,Entretien régulier en usine,Non,8,9,8,7,9,8,Problèmes de suspension
Haval,HAVAL H6,2010,25000,2019-03-21,Entretien régulier en usine,Oui,10,10,9,8,8,9,Problèmes électriques
Foton,SAUVANA,2016,5000,2019-03-21,Entretien régulier en usine,Non,9,8,9,8,8,9,Fumée du moteur
Great Wall,POER,2012,20000,2019-03-21,Entretien régulier en usine,Non,9,10,8,9,11,10,Surchauffe
Foton,SAUVANA,2011,5000,2019-03-21,Entretien régulier en usine,Oui,10,9,8,8,10,10,Problèmes électriques
Haval,HAVAL Jolion,2010,25000,2019-03-21,Entretien régulier en usine,Non,7,7,7,7,9,8,Problèmes de suspension
Haval,HAVAL Jolion,2019,25000,2019-03-21,Une panne urgente,Oui,8,8,8,7,7,7,Fumée du moteur
Haval,HAVAL H6,2020,25000,2019-03-22,Entretien régulier en usine,Non,8,9,7,7,10,9,Problèmes de suspension
Foton,TUNLAND,2017,5000,2019-03-22,Entretien régulier en usine,Oui,6,7,7,6,6,7,Surchauffe
Haval,HAVAL H6,2012,10000,2019-03-22,Entretien régulier en usine,Non,8,10,7,9,9,9,Fumée du moteur
Haval,HAVAL H6,2019,5000,2019-03-22,Une panne urgente,Non,9,9,8,9,8,9,Problèmes de suspension
Haval,HAVAL H6,2010,10000,2019-03-22,Entretien régulier en usine,Non,9,8,8,8,8,9,Problèmes électriques
Haval,HAVAL H6,2015,25000,2019-03-22,Entretien régulier en usine,Non,9,10,9,8,10,9,Problèmes de suspension
Foton,Gratour V5,2012,25000,2019-03-22,Entretien régulier en usine,Oui,7,9,9,10,9,9,Problèmes électriques
Foton,SAUVANA,2011,25000,2019-03-22,Une panne urgente,Non,7,7,6,7,7,8,Surchauffe
Haval,HAVAL H6,2012,10000,2019-03-22,Une panne urgente,Oui,10,9,8,10,8,9,Surchauffe
Foton,SAUVANA,2014,10000,2019-03-22,Entretien régulier en usine,Non,8,9,8,7,9,9,Problèmes électriques
Great Wall,POER,2019,10000,2019-03-22,Entretien régulier en usine,Non,8,7,8,7,8,8,Problèmes électriques
Foton,SAUVANA,2015,15000,2019-03-22,Une panne urgente,Oui,7,7,7,8,8,7,Problèmes de suspension
Haval,HAVAL Jolion,2021,25000,2019-03-23,Entretien régulier en usine,Oui,10,10,11,9,9,10,Problèmes de suspension
Haval,HAVAL Jolion,2010,20000,2019-03-23,Entretien régulier en usine,Non,7,7,8,7,9,9,Problèmes de suspension
Haval,HAVAL H6,2017,5000,2019-03-23,Entretien régulier en usine,Non,6,5,5,6,5,7,Démarrage difficile
Haval,HAVAL Jolion,2020,20000,2019-03-23,Entretien régulier en usine,Non,6,8,8,8,6,7,Problèmes électriques
Great Wall,POER,2018,25000,2019-03-23,Entretien régulier en usine,Oui,9,9,10,9,8,10,Problèmes de suspension
Haval,HAVAL H6,2021,10000,2019-03-23,Une panne urgente,Non,8,7,7,8,8,9,Démarrage difficile
Haval,HAVAL Jolion,2019,15000,2019-03-23,Entretien régulier en usine,Oui,9,9,8,11,8,10,Surchauffe
Haval,HAVAL H6,2021,20000,2019-03-23,Entretien régulier en usine,Non,8,7,6,9,7,8,Problèmes électriques
Great Wall,WINGLE 5 DOUBLE CABINE,2017,5000,2019-03-23,Entretien régulier en usine,Oui,9,8,9,8,10,10,Fumée du moteur
Foton,Gratour V5,2019,10000,2019-03-23,Entretien régulier en usine,Non,7,8,9,8,7,8,Surchauffe
Haval,HAVAL H6,2015,20000,2019-03-23,Entretien régulier en usine,Non,8,10,8,10,8,9,Problèmes de suspension
Haval,HAVAL Jolion,2013,5000,2019-03-24,Entretien régulier en usine,Non,10,9,10,9,11,10,Surchauffe
Haval,HAVAL H6,2012,10000,2019-03-24,Entretien régulier en usine,Non,10,10,10,9,10,9,Démarrage difficile
Haval,HAVAL H6,2011,25000,2019-03-24,Entretien régulier en usine,Non,9,8,9,8,8,9,Problèmes électriques
Haval,HAVAL H6,2010,20000,2019-03-24,Entretien régulier en usine,Non,9,8,8,7,9,9,Problèmes électriques
Haval,HAVAL Jolion,2015,5000,2019-03-24,Une panne urgente,Oui,10,8,8,10,10,9,Fumée du moteur
Haval,HAVAL Jolion,2016,5000,2019-03-24,Entretien régulier en usine,Non,9,9,9,8,8,9,Fumée du moteur
Haval,HAVAL Jolion,2014,15000,2019-03-24,Entretien régulier en usine,Oui,9,9,9,7,8,9,Problèmes électriques
Foton,TUNLAND,2019,10000,2019-03-24,Une panne urgente,Non,7,6,7,8,6,8,Problèmes électriques
Foton,SAUVANA,2016,15000,2019-03-24,Entretien régulier en usine,Non,6,6,6,7,8,7,Fumée du moteur
Foton,TUNLAND,2016,10000,2019-03-24,Une panne urgente,Non,8,9,8,10,10,10,Problèmes de suspension
Haval,HAVAL H6,2015,25000,2019-03-24,Entretien régulier en usine,Non,8,9,8,10,9,9,Démarrage difficile
Foton,Gratour V5,2014,15000,2019-03-25,Entretien régulier en usine,Oui,8,5,8,7,8,7,Problèmes de suspension
Great Wall,WINGLE 5 DOUBLE CABINE,2014,10000,2019-03-25,Entretien régulier en usine,Non,9,8,8,7,10,9,Fumée du moteur
Foton,TUNLAND,2021,20000,2019-03-25,Entretien régulier en usine,Non,7,7,7,6,6,7,Démarrage difficile
Haval,HAVAL H6,2020,5000,2019-03-25,Une panne urgente,Non,7,7,6,7,6,8,Problèmes électriques
Haval,HAVAL Jolion,2014,5000,2019-03-25,Entretien régulier en usine,Non,8,7,8,7,9,9,Problèmes électriques
Haval,HAVAL Jolion,2012,10000,2019-03-25,Entretien régulier en usine,Oui,7,8,9,7,9,9,Problèmes électriques
Foton,Gratour V5,2015,5000,2019-03-25,Une panne urgente,Non,8,6,7,6,6,7,Problèmes de suspension
Foton,Gratour V5,2016,25000,2019-03-25,Entretien régulier en usine,Oui,7,7,7,8,7,7,Surchauffe
Haval,HAVAL Jolion,2015,15000,2019-03-25,Entretien régulier en usine,Oui,10,9,8,8,10,9,Problèmes électriques
Haval,HAVAL Jolion,2012,10000,2019-03-25,Entretien régulier en usine,Oui,6,6,6,6,6,8,Surchauffe
Haval,HAVAL Jolion,2013,15000,2019-03-25,Entretien régulier en usine,Non,8,9,10,9,8,9,Problèmes de suspension
Haval,HAVAL H6,2020,15000,2019-03-26,Entretien régulier en usine,Oui,9,8,10,9,9,9,Surchauffe
Great Wall,POER,2011,5000,2019-03-26,Entretien régulier en usine,Non,10,10,9,8,8,9,Surchauffe
Haval,HAVAL Jolion,2019,15000,2019-03-26,Entretien régulier en usine,Non,8,6,6,6,8,8,Problèmes électriques
Foton,TUNLAND,2015,15000,2019-03-26,Entretien régulier en usine,Non,9,6,9,7,9,8,Surchauffe
Haval,HAVAL Jolion,2019,15000,2019-03-26,Entretien régulier en usine,Oui,7,6,7,8,8,8,Problèmes de suspension
Great Wall,WINGLE 5 DOUBLE CABINE,2018,20000,2019-03-26,Entretien régulier en usine,Non,7,6,8,7,6,8,Surchauffe
Haval,HAVAL Jolion,2020,20000,2019-03-26,Entretien régulier en usine,Non,9,6,6,7,7,8,Fumée du moteur
Great Wall,POER,2021,25000,2019-03-26,Entretien régulier en usine,Non,10,8,10,8,10,9,Surchauffe
Foton,SAUVANA,2020,10000,2019-03-26,Entretien régulier en usine,Non,9,9,8,9,9,9,Fumée du moteur
Haval,HAVAL H6,2019,5000,2019-03-26,Entretien régulier en usine,Oui,8,9,9,9,11,10,Démarrage difficile
Haval,HAVAL Jolion,2012,20000,2019-03-26,Entretien régulier en usine,Non,10,9,9,9,9,10,Problèmes électriques
Foton,TUNLAND,2014,15000,2019-03-27,Entretien régulier en usine,Non,8,8,6,8,7,7,Problèmes de suspension
Great Wall,POER,2016,5000,2019-03-27,Entretien régulier en usine,Non,6,8,8,6,6,7,Surchauffe
Great Wall,POER,2021,15000,2019-03-27,Entretien régulier en usine,Oui,10,9,8,8,8,10,Problèmes de suspension
Foton,Gratour V5,2015,20000,2019-03-27,Entretien régulier en usine,Oui,10,9,8,8,10,9,Fumée du moteur
Haval,HAVAL Jolion,2018,10000,2019-03-27,Entretien régulier en usine,Non,7,8,6,6,8,8,Surchauffe
Haval,HAVAL H6,2011,15000,2019-03-27,Entretien régulier en usine,Non,9,8,9,8,9,9,Problèmes de suspension
Haval,HAVAL Jolion,2011,15000,2019-03-27,Une panne urgente,Non,7,8,7,9,9,8,Démarrage difficile
Foton,TUNLAND,2013,25000,2019-03-27,Entretien régulier en usine,Oui,8,10,9,8,11,10,Surchauffe
Haval,HAVAL H6,2015,20000,2019-03-27,Entretien régulier en usine,Oui,9,9,8,7,8,8,Fumée du moteur
Foton,Gratour V5,2016,5000,2019-03-27,Entretien régulier en usine,Non,8,7,8,5,7,7,Fumée du moteur
Haval,HAVAL Jolion,2016,25000,2019-03-27,Entretien régulier en usine,Non,7,8,7,7,9,9,Surchauffe
Great Wall,WINGLE 5 DOUBLE CABINE,2010,10000,2019-03-28,Entretien régulier en usine,Non,7,8,7,7,8,7,Surchauffe
Great Wall,POER,2014,10000,2019-03-28,Entretien régulier en usine,Non,8,10,8,8,8,9,Problèmes électriques
Haval,HAVAL Jolion,2014,20000,2019-03-28,Entretien régulier en usine,Non,8,7,6,6,6,7,Problèmes électriques
Foton,TUNLAND,2016,10000,2019-03-28,Une panne urgente,Non,7,7,8,7,8,8,Problèmes électriques
Haval,HAVAL Jolion,2020,25000,2019-03-28,Entretien régulier en usine,Non,8,7,9,7,7,9,Fumée du moteur
Haval,HAVAL H6,2021,25000,2019-03-28,Entretien régulier en usine,Non,5,6,6,6,5,7,Fumée du moteur
Haval,HAVAL Jolion,2017,15000,2019-03-28,Entretien régulier en usine,Oui,8,8,6,8,7,8,Surchauffe
Great Wall,WINGLE 5 DOUBLE CABINE,2014,10000,2019-03-28,Entretien régulier en usine,Non,8,7,7,7,7,8,Problèmes électriques
Haval,HAVAL Jolion,2019,25000,2019-03-28,Entretien régulier en usine,Non,9,8,8,9,9,9,Surchauffe
Haval,HAVAL Jolion,2018,20000,2019-03-28,Entretien régulier en usine,Non,8,9,8,9,10,9,Démarrage difficile
Haval,HAVAL H6,2012,20000,2019-03-28,Entretien régulier en usine,Non,9,9,8,10,10,9,Surchauffe
Great Wall,WINGLE 5 DOUBLE CABINE,2012,10000,2019-03-29,Entretien régulier en usine,Non,8,9,7,8,9,8,Problèmes électriques
Haval,HAVAL Jolion,2013,10000,2019-03-29,Une panne urgente,Oui,9,7,8,6,7,8,Problèmes électriques
Haval,HAVAL H6,2016,20000,2019-03-29,Entretien régulier en usine,Oui,7,9,7,6,8,8,Fumée du moteur
Haval,HAVAL Jolion,2015,25000,2019-03-29,Entretien régulier en usine,Non,7,6,6,6,5,7,Problèmes électriques
Foton,TUNLAND,2010,15000,2019-03-29,Entretien régulier en usine,Oui,9,6,6,7,7,8,Surchauffe
Haval,HAVAL H6,2016,20000,2019-03-29,Entretien régulier en usine,Non,8,9,7,8,9,9,Surchauffe
Great Wall,POER,2020,15000,2019-03-29,Une panne urgente,Non,10,9,8,10,10,10,Démarrage difficile
Haval,HAVAL Jolion,2016,25000,2019-03-29,Entretien régulier en usine,Non,7,7,7,9,8,8,Surchauffe
Foton,SAUVANA,2017,20000,2019-03-29,Entretien régulier en usine,Oui,8,10,10,9,8,9,Surchauffe
Haval,HAVAL H6,2018,15000,2019-03-29,Entretien régulier en usine,Non,10,8,10,8,10,9,Problèmes électriques
Haval,HAVAL H6,2012,25000,2019-03-29,Entretien régulier en usine,Oui,6,7,8,7,7,8,Problèmes électriques
Haval,HAVAL Jolion,2017,25000,2019-03-30,Entretien régulier en usine,Oui,8,6,7,6,7,8,Démarrage difficile
Haval,HAVAL Jolion,2014,10000,2019-03-30,Entretien régulier en usine,Non,6,7,7,8,9,8,Surchauffe
Foton,TUNLAND,2020,5000,2019-03-30,Entretien régulier en usine,Non,8,10,8,8,8,9,Problèmes électriques
Haval,HAVAL H6,2018,10000,2019-03-30,Entretien régulier en usine,Non,10,10,9,9,10,9,Fumée du moteur
Foton,SAUVANA,2018,10000,2019-03-30,Entretien régulier en usine,Non,9,9,10,8,8,9,Démarrage difficile
Haval,HAVAL H6,2015,20000,2019-03-30,Entretien régulier en usine,Non,8,9,9,8,8,9,Surchauffe
Foton,Gratour V5,2015,15000,2019-03-30,Entretien régulier en usine,Non,8,6,6,7,7,7,Problèmes de suspension
Great Wall,WINGLE 5 DOUBLE CABINE,2019,25000,2019-03-30,Entretien régulier en usine,Non,7,7,8,8,6,7,Problèmes électriques
Foton,Gratour V5,2016,10000,2019-03-30,Entretien régulier en usine,Non,9,10,10,8,9,10,Fumée du moteur
Haval,HAVAL H6,2021,10000,2019-03-30,Entretien régulier en usine,Oui,7,7,9,8,8,9,Problèmes électriques
Haval,HAVAL H6,2013,25000,2019-03-30,Une panne urgente,Non,8,7,9,10,7,9,Problèmes de suspension
Haval,HAVAL H6,2011,25000,2019-03-31,Entretien régulier en usine,Non,8,9,7,8,10,9,Problèmes électriques
Haval,HAVAL H6,2017,20000,2019-03-31,Entretien régulier en usine,Oui,9,9,9,7,8,9,Problèmes de suspension
Haval,HAVAL Jolion,2013,10000,2019-03-31,Entretien régulier en usine,Non,8,10,9,8,8,9,Fumée du moteur
Foton,Gratour V5,2020,20000,2019-03-31,Entretien régulier en usine,Non,9,8,9,8,8,8,Problèmes électriques
Great Wall,POER,2020,10000,2019-03-31,Entretien régulier en usine,Oui,10,9,9,8,9,10,Démarrage difficile
Foton,TUNLAND,2019,5000,2019-03-31,Entretien régulier en usine,Non,9,6,8,7,8,8,Problèmes électriques
Haval,HAVAL Jolion,2011,10000,2019-03-31,Entretien régulier en usine,Non,6,7,8,8,7,8,Problèmes électriques
Haval,HAVAL H6,2017,25000,2019-03-31,Entretien régulier en usine,Non,8,6,7,8,8,8,Démarrage difficile
Haval,HAVAL H6,2021,25000,2019-03-31,Entretien régulier en usine,Oui,8,6,8,8,6,7,Surchauffe
Haval,HAVAL Jolion,2016,15000,2019-03-31,Entretien régulier en usine,Oui,9,9,11,9,11,10,Surchauffe
Haval,HAVAL H6,2017,25000,2019-03-31,Entretien régulier en usine,Non,6,6,7,8,8,8,Fumée du moteur
Haval,HAVAL H6,2015,15000,2019-03-31,Entretien régulier en usine,Non,8,8,8,8,7,9,Surchauffe
Haval,HAVAL Jolion,2016,10000,2019-04-01,Une panne urgente,Oui,7,9,7,8,8,9,Surchauffe
Haval,HAVAL Jolion,2010,25000,2019-04-01,Entretien régulier en usine,Non,9,9,10,9,9,9,Surchauffe
Haval,HAVAL Jolion,2017,10000,2019-04-01,Entretien régulier en usine,Oui,6,7,6,5,5,7,Problèmes électriques
Foton,TUNLAND,2012,25000,2019-04-01,Entretien régulier en usine,Non,9,11,9,8,8,10,Démarrage difficile
Great Wall,POER,2016,10000,2019-04-01,Entretien régulier en usine,Non,8,6,8,6,6,7,Surchauffe
Haval,HAVAL H6,2010,20000,2019-04-01,Entretien régulier en usine,Non,5,6,6,6,5,7,Problèmes électriques
Foton,SAUVANA,2012,15000,2019-04-01,Une panne urgente,Oui,6,7,7,6,7,8,Démarrage difficile
Haval,HAVAL H6,2020,10000,2019-04-01,Entretien régulier en usine,Non,9,8,9,10,9,10,Fumée du moteur
Foton,Gratour V5,2017,10000,2019-04-01,Entretien régulier en usine,Non,8,8,8,8,9,10,Problèmes de suspension
Great Wall,POER,2018,20000,2019-04-01,Entretien régulier en usine,Oui,9,9,9,7,8,9,Problèmes de suspension
Haval,HAVAL H6,2014,20000,2019-04-01,Entretien régulier en usine,Non,7,6,6,8,6,8,Fumée du moteur
Foton,Gratour V5,2018,10000,2019-04-02,Entretien régulier en usine,Non,8,8,6,8,8,7,Démarrage difficile
Foton,Gratour V5,2018,20000,2019-04-02,Entretien régulier en usine,Oui,8,10,9,10,9,9,Démarrage difficile
Foton,TUNLAND,2013,25000,2019-04-02,Entretien régulier en usine,Non,8,9,9,8,11,10,Démarrage difficile
Foton,TUNLAND,2020,5000,2019-04-02,Entretien régulier en usine,Non,8,6,9,8,9,8,Problèmes de suspension
Haval,HAVAL Jolion,2021,5000,2019-04-02,Entretien régulier en usine,Non,8,10,10,10,9,10,Démarrage difficile
Haval,HAVAL Jolion,2015,20000,2019-04-02,Entretien régulier en usine,Oui,7,9,7,8,8,8,Problèmes de suspension
Haval,HAVAL Jolion,2010,5000,2019-04-02,Une panne urgente,Non,6,6,7,6,7,8,Fumée du moteur
Foton,TUNLAND,2016,10000,2019-04-02,Une panne urgente,Non,7,9,8,7,9,8,Surchauffe
Foton,SAUVANA,2013,5000,2019-04-02,Entretien régulier en usine,Oui,8,6,7,9,9,8,Problèmes de suspension
Foton,TUNLAND,2020,10000,2019-04-02,Une panne urgente,Non,7,9,8,8,10,9,Fumée du moteur
Haval,HAVAL H6,2021,5000,2019-04-02,Entretien régulier en usine,Non,6,7,7,6,6,7,Problèmes de suspension
Haval,HAVAL H6,2011,5000,2019-04-03,Une panne urgente,Oui,7,8,9,7,9,8,Démarrage difficile
Haval,HAVAL Jolion,2011,20000,2019-04-03,Entretien régulier en usine,Non,7,7,8,7,8,7,Fumée du moteur
Haval,HAVAL H6,2017,15000,2019-04-03,Entretien régulier en usine,Non,10,8,8,10,9,10,Problèmes de suspension
Great Wall,POER,2015,10000,2019-04-03,Entretien régulier en usine,Non,8,9,8,9,9,9,Fumée du moteur
Haval,HAVAL Jolion,2014,15000,2019-04-03,Entretien régulier en usine,Non,10,8,8,9,9,10,Fumée du moteur
Foton,TUNLAND,2014,10000,2019-04-03,Entretien régulier en usine,Oui,7,8,6,7,6,8,Problèmes de suspension
Haval,HAVAL H6,2010,5000,2019-04-03,Entretien régulier en usine,Non,7,8,9,6,7,8,Problèmes électriques
Foton,TUNLAND,2016,10000,2019-04-03,Une panne urgente,Non,8,7,7,6,7,8,Problèmes de suspension
Haval,HAVAL H6,2014,25000,2019-04-03,Une panne urgente,Oui,6,7,7,8,7,8,Problèmes électriques
Haval,HAVAL H6,2012,15000,2019-04-03,Entretien régulier en usine,Oui,7,8,9,7,9,8,Démarrage difficile
Great Wall,POER,2014,10000,2019-04-03,Entretien régulier en usine,Non,10,9,10,8,8,10,Surchauffe
Great Wall,WINGLE 5 DOUBLE CABINE,2021,15000,2019-04-04,Entretien régulier en usine,Oui,7,8,6,7,7,7,Problèmes électriques
Haval,HAVAL H6,2020,5000,2019-04-04,Entretien régulier en usine,Non,7,8,9,7,7,9,Problèmes de suspension
Foton,TUNLAND,2014,15000,2019-04-04,Entretien régulier en usine,Non,7,7,8,9,8,8,Problèmes électriques
Haval,HAVAL Jolion,2011,5000,2019-04-04,Entretien régulier en usine,Non,8,8,10,10,8,9,Problèmes de suspension
Haval,HAVAL H6,2013,20000,2019-04-04,Entretien régulier en usine,Oui,8,7,8,8,8,8,Problèmes électriques
Haval,HAVAL Jolion,2019,20000,2019-04-04,Entretien régulier en usine,Oui,6,6,9,9,9,8,Fumée du moteur
Haval,HAVAL H6,2015,15000,2019-04-04,Entretien régulier en usine,Oui,9,8,7,9,8,9,Surchauffe
Foton,Gratour V5,2019,20000,2019-04-04,Entretien régulier en usine,Non,6,8,7,7,7,7,Problèmes de suspension
Foton,TUNLAND,2013,25000,2019-04-04,Entretien régulier en usine,Non,6,6,6,8,8,8,Surchauffe
Haval,HAVAL Jolion,2017,25000,2019-04-04,Entretien régulier en usine,Oui,6,6,8,9,8,8,Problèmes de suspension
Foton,TUNLAND,2014,15000,2019-04-04,Entretien régulier en usine,Oui,9,9,7,9,7,9,Problèmes de suspension
Haval,HAVAL Jolion,2012,10000,2019-04-05,Entretien régulier en usine,Non,8,9,10,10,9,9,Problèmes électriques
Foton,Gratour V5,2014,5000,2019-04-05,Une panne urgente,Non,7,9,8,9,6,8,Démarrage difficile
Foton,TUNLAND,2021,20000,2019-04-05,Entretien régulier en usine,Non,8,10,9,10,10,9,Surchauffe
Foton,SAUVANA,2020,5000,2019-04-05,Entretien régulier en usine,Non,7,7,7,6,7,7,Fumée du moteur
Haval,HAVAL H6,2021,10000,2019-04-05,Entretien régulier en usine,Non,7,7,8,9,9,9,Surchauffe
Foton,TUNLAND,2019,10000,2019-04-05,Entretien régulier en usine,Oui,9,9,7,9,9,8,Fumée du moteur
Haval,HAVAL Jolion,2020,20000,2019-04-05,Entretien régulier en usine,Oui,10,9,7,9,10,9,Démarrage difficile
Haval,HAVAL H6,2018,15000,2019-04-05,Entretien régulier en usine,Non,8,8,7,7,7,8,Problèmes de suspension
Haval,HAVAL Jolion,2013,5000,2019-04-05,Entretien régulier en usine,Non,9,9,8,9,8,9,Fumée du moteur
Haval,HAVAL Jolion,2010,20000,2019-04-05,Entretien régulier en usine,Non,10,7,8,8,7,9,Problèmes électriques
Foton,Gratour V5,2013,15000,2019-04-05,Entretien régulier en usine,Non,8,10,10,8,8,9,Problèmes électriques
Haval,HAVAL Jolion,2017,20000,2019-04-06,Entretien régulier en usine,Non,9,9,8,8,8,9,Problèmes de suspension
Foton,SAUVANA,2011,10000,2019-04-06,Entretien régulier en usine,Oui,9,8,7,7,6,8,Fumée du moteur
Foton,Gratour V5,2013,25000,2019-04-06,Entretien régulier en usine,Oui,7,9,8,10,9,9,Fumée du moteur
Great Wall,WINGLE 5 DOUBLE CABINE,2010,5000,2019-04-06,Entretien régulier en usine,Oui,8,7,6,6,7,8,Problèmes électriques
Haval,HAVAL Jolion,2011,25000,2019-04-06,Une panne urgente,Non,7,5,7,8,8,7,Fumée du moteur
Haval,HAVAL Jolion,2017,5000,2019-04-06,Une panne urgente,Non,8,7,8,10,10,9,Fumée du moteur
